id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,gene,pval.fdr,log.pval.fdr,chr,snp_pos_gmean,OR,CI_lower,CI_upper
3323_37_LRP8,ieu-b-18,multiple sclerosis || id:ieu-b-18,3323_37_LRP8,Inverse variance weighted,3,0.052436891,0.105441203,0.618970956,LRP8,0.977196122,0.010018265,1,53353052.79,1.053836053,0.857076699,1.295765511
3324_51_LY9,ieu-b-18,multiple sclerosis || id:ieu-b-18,3324_51_LY9,Inverse variance weighted,7,0.087656425,0.055377477,0.113446657,LY9,0.758928934,0.119798889,1,160937712.7,1.091613007,0.97933312,1.216765707
3325_2_MATN2,ieu-b-18,multiple sclerosis || id:ieu-b-18,3325_2_MATN2,Inverse variance weighted,3,0.021467075,0.152167603,0.887810533,MATN2,0.998431193,0.000681859,8,97968984.01,1.021699151,0.758220206,1.376736133
3327_27_NTN4,ieu-b-18,multiple sclerosis || id:ieu-b-18,3327_27_NTN4,Inverse variance weighted,6,-0.104240399,0.068124235,0.125979234,NTN4,0.769556868,0.113759282,12,95784319.31,0.901008669,0.788388808,1.029716066
3329_14_PGLYRP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3329_14_PGLYRP1,Inverse variance weighted,2,-0.340366381,0.129081492,0.008368393,PGLYRP1,0.247189466,0.60697004,19,46199452.16,0.711509592,0.552464498,0.916341051
3331_8_RGMB,ieu-b-18,multiple sclerosis || id:ieu-b-18,3331_8_RGMB,Inverse variance weighted,3,-0.078135015,0.092200576,0.396746542,RGMB,0.940720759,0.026539272,5,98759589.78,0.924839551,0.771940238,1.108023851
3339_33_THBS2,ieu-b-18,multiple sclerosis || id:ieu-b-18,3339_33_THBS2,Inverse variance weighted,12,-0.008781159,0.044373262,0.843128767,THBS2,0.998431193,0.000681859,6,169125852,0.991257283,0.90868866,1.081328561
3340_53_THBS4,ieu-b-18,multiple sclerosis || id:ieu-b-18,3340_53_THBS4,Inverse variance weighted,6,0.109524588,0.062658047,0.080468668,THBS4,0.698584534,0.155781033,5,80024082.87,1.115747504,0.986802674,1.261541468
3348_49_BMP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3348_49_BMP1,Inverse variance weighted,3,-0.474599329,0.198018905,0.016541771,BMP1,0.371943062,0.429523537,8,22143949.11,0.622134278,0.422014172,0.917151806
3352_80_CA6,ieu-b-18,multiple sclerosis || id:ieu-b-18,3352_80_CA6,Inverse variance weighted,14,-0.052728261,0.025682738,0.040066538,CA6,0.549483956,0.260044984,1,9067666.435,0.948637759,0.902067049,0.99761276
3364_76_CTSV,ieu-b-18,multiple sclerosis || id:ieu-b-18,3364_76_CTSV,Inverse variance weighted,4,0.081662367,0.096071834,0.39531752,CTSV,0.940720759,0.026539272,9,97100764.67,1.085089386,0.898850613,1.309916195
3366_51_ECM1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3366_51_ECM1,Inverse variance weighted,5,-0.069718046,0.077056248,0.365588179,ECM1,0.915766036,0.038215468,1,150524758,0.932656749,0.801918503,1.08470949
3367_8_FETUB,ieu-b-18,multiple sclerosis || id:ieu-b-18,3367_8_FETUB,Inverse variance weighted,7,-0.078985773,0.087925849,0.369013608,FETUB,0.920137828,0.036147115,3,186656543.4,0.92405307,0.777773105,1.097844695
3376_49_IL17RD,ieu-b-18,multiple sclerosis || id:ieu-b-18,3376_49_IL17RD,Inverse variance weighted,11,0.008230287,0.06526705,0.899651414,IL17RD,0.998431193,0.000681859,3,57179787.57,1.008264249,0.887192647,1.145858003
3378_49_KLK7,ieu-b-18,multiple sclerosis || id:ieu-b-18,3378_49_KLK7,Inverse variance weighted,5,0.006380365,0.056678002,0.91036976,KLK7,0.998431193,0.000681859,19,50993073.45,1.006400763,0.900586988,1.124647046
3389_7_SERPINA5,ieu-b-18,multiple sclerosis || id:ieu-b-18,3389_7_SERPINA5,Inverse variance weighted,5,-0.121644051,0.074327789,0.101716349,SERPINA5,0.729061051,0.137236103,14,94625844.98,0.885463492,0.765423107,1.024329667
3396_54_REN,ieu-b-18,multiple sclerosis || id:ieu-b-18,3396_54_REN,Inverse variance weighted,2,-0.021025653,0.204702989,0.918190776,REN,0.998431193,0.000681859,1,204242563.3,0.979193845,0.65557438,1.462565676
3403_1_TPSB2,ieu-b-18,multiple sclerosis || id:ieu-b-18,3403_1_TPSB2,Inverse variance weighted,9,-0.019143794,0.036470946,0.599648995,TPSB2,0.977196122,0.010018265,16,1184545.962,0.981038284,0.913358469,1.053733171
3420_21_CA13,ieu-b-18,multiple sclerosis || id:ieu-b-18,3420_21_CA13,Inverse variance weighted,5,-0.032017203,0.06195577,0.605313121,CA13,0.977196122,0.010018265,8,85205648.65,0.968489921,0.857743211,1.093535588
3421_54_TNFSF8,ieu-b-18,multiple sclerosis || id:ieu-b-18,3421_54_TNFSF8,Inverse variance weighted,2,-0.241832174,0.113628686,0.033314959,TNFSF8,0.548269042,0.261006276,9,114769456.8,0.785187942,0.62842135,0.981061678
3431_54_EPHA1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3431_54_EPHA1,Inverse variance weighted,6,0.033272842,0.028235971,0.238643187,EPHA1,0.86119953,0.064896216,7,143357745.3,1.033832574,0.978172092,1.092660279
3434_34_FN1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3434_34_FN1,Inverse variance weighted,3,-0.016113322,0.11696213,0.890425912,FN1,0.998431193,0.000681859,2,215290123.4,0.984015803,0.782423522,1.237548556
3435_53_FN1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3435_53_FN1,Inverse variance weighted,2,0.003745865,0.123427593,0.975788967,FN1,0.998431193,0.000681859,2,215408579.9,1.00375289,0.788066961,1.278469868
3438_10_FSTL3,ieu-b-18,multiple sclerosis || id:ieu-b-18,3438_10_FSTL3,Inverse variance weighted,2,-0.501623158,0.204606093,0.014220169,FSTL3,0.352524259,0.452810992,19,696275.6819,0.605546963,0.40549323,0.904299005
3448_13_INSR,ieu-b-18,multiple sclerosis || id:ieu-b-18,3448_13_INSR,Inverse variance weighted,2,-0.451177059,0.22830474,0.048131519,INSR,0.606026629,0.217508292,19,7180247.502,0.636878067,0.407117129,0.996307067
3449_58_SERPINA4,ieu-b-18,multiple sclerosis || id:ieu-b-18,3449_58_SERPINA4,Inverse variance weighted,13,0.050725113,0.037604104,0.177361087,SERPINA4,0.786668124,0.104208447,14,94599027.18,1.052033663,0.977283074,1.132501787
3457_57_POSTN,ieu-b-18,multiple sclerosis || id:ieu-b-18,3457_57_POSTN,Inverse variance weighted,6,-0.004312128,0.064217854,0.946463537,POSTN,0.998431193,0.000681859,13,37439237.65,0.995697156,0.877938159,1.129251321
3459_49_PDGFRB,ieu-b-18,multiple sclerosis || id:ieu-b-18,3459_49_PDGFRB,Inverse variance weighted,24,0.01268319,0.016640938,0.445959737,PDGFRB,0.964143158,0.015858476,5,150143782.9,1.012763963,0.980264302,1.046341117
3461_58_BCAN,ieu-b-18,multiple sclerosis || id:ieu-b-18,3461_58_BCAN,Inverse variance weighted,2,-0.119085679,0.120745877,0.324010214,BCAN,0.902817555,0.044400005,1,156712314.4,0.887731738,0.700649443,1.124767379
3484_60_AGT,ieu-b-18,multiple sclerosis || id:ieu-b-18,3484_60_AGT,Inverse variance weighted,4,0.038482328,0.093992407,0.682231799,AGT,0.993478776,0.002841407,1,230777334,1.039232363,0.864380002,1.249454987
3488_64_CAT,ieu-b-18,multiple sclerosis || id:ieu-b-18,3488_64_CAT,Inverse variance weighted,5,-0.079170629,0.079811279,0.321210724,CAT,0.902817555,0.044400005,11,34398939.82,0.92388227,0.790096068,1.080322359
3495_15_CXCL6,ieu-b-18,multiple sclerosis || id:ieu-b-18,3495_15_CXCL6,Inverse variance weighted,8,-0.00098949,0.030312434,0.973959235,CXCL6,0.998431193,0.000681859,4,73802768.36,0.999010999,0.94138615,1.060163224
3508_78_CCL22,ieu-b-18,multiple sclerosis || id:ieu-b-18,3508_78_CCL22,Inverse variance weighted,9,0.035577925,0.08084806,0.659894294,CCL22,0.986475005,0.005913914,16,57368597.6,1.036218393,0.884366003,1.214144996
3516_60_CXCL12,ieu-b-18,multiple sclerosis || id:ieu-b-18,3516_60_CXCL12,Inverse variance weighted,4,0.211890502,0.102522218,0.038755227,CXCL12,0.549483956,0.260044984,10,44371630.26,1.236012536,1.011007092,1.511094236
3518_54_CPB2,ieu-b-18,multiple sclerosis || id:ieu-b-18,3518_54_CPB2,Inverse variance weighted,14,-0.041152358,0.041116266,0.316885894,CPB2,0.902817555,0.044400005,13,46076060.26,0.959682904,0.885378325,1.040223427
3519_3_CCL17,ieu-b-18,multiple sclerosis || id:ieu-b-18,3519_3_CCL17,Inverse variance weighted,5,-0.066024938,0.058404624,0.258276335,CCL17,0.886168581,0.052483652,16,57398280.06,0.936107519,0.83485435,1.04964092
3535_84_DKK1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3535_84_DKK1,Inverse variance weighted,5,0.206819668,0.188059746,0.271438832,DKK1,0.886690676,0.052227858,10,52366011.08,1.229760787,0.850630505,1.777871336
3554_24_ADIPOQ,ieu-b-18,multiple sclerosis || id:ieu-b-18,3554_24_ADIPOQ,Inverse variance weighted,7,0.028067795,0.072097175,0.697050498,ADIPOQ,0.993478776,0.002841407,3,186831962.3,1.028465406,0.892933947,1.184568126
3580_25_SERPINA1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3580_25_SERPINA1,Inverse variance weighted,14,-0.030019327,0.024698588,0.224203327,SERPINA1,0.854560423,0.068257224,14,94381012.56,0.970426778,0.92456811,1.01856004
3581_53_AHSG,ieu-b-18,multiple sclerosis || id:ieu-b-18,3581_53_AHSG,Inverse variance weighted,12,-0.202768912,0.044025259,4.11E-06,AHSG,0.001183682,2.926764775,3,186669891.8,0.816466895,0.74896845,0.890048427
3600_2_CHIT1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3600_2_CHIT1,Inverse variance weighted,20,-0.019602084,0.032793381,0.550010009,CHIT1,0.977196122,0.010018265,1,203299563.7,0.980588788,0.919544252,1.045685805
3607_71_DKK3,ieu-b-18,multiple sclerosis || id:ieu-b-18,3607_71_DKK3,Inverse variance weighted,11,0.04387043,0.075128915,0.559263803,DKK3,0.977196122,0.010018265,11,11922147.01,1.044846965,0.901782207,1.210608473
3617_80_HGFAC,ieu-b-18,multiple sclerosis || id:ieu-b-18,3617_80_HGFAC,Inverse variance weighted,13,-0.019301258,0.034786703,0.579000103,HGFAC,0.977196122,0.010018265,4,3532668.956,0.980883819,0.916234267,1.050095047
3622_33_LGMN,ieu-b-18,multiple sclerosis || id:ieu-b-18,3622_33_LGMN,Inverse variance weighted,4,0.021663565,0.096181019,0.821794574,LGMN,0.998431193,0.000681859,14,92898548.29,1.021899924,0.846325508,1.233898123
3640_14_LRPAP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3640_14_LRPAP1,Inverse variance weighted,2,0.123769288,0.200354879,0.536739946,LRPAP1,0.977196122,0.010018265,4,3557121.87,1.131754731,0.764199594,1.676091929
3651_50_KDR,ieu-b-18,multiple sclerosis || id:ieu-b-18,3651_50_KDR,Inverse variance weighted,5,0.023140189,0.088866584,0.794561055,KDR,0.993478776,0.002841407,4,55090188.53,1.02341,0.859814753,1.21813219
3708_62_A2M,ieu-b-18,multiple sclerosis || id:ieu-b-18,3708_62_A2M,Inverse variance weighted,2,0.258154731,0.365935764,0.480521149,A2M,0.973425835,0.011697132,12,9270630.775,1.294539108,0.631865093,2.652198263
3710_49_PLG,ieu-b-18,multiple sclerosis || id:ieu-b-18,3710_49_PLG,Inverse variance weighted,3,0.034858277,0.079293479,0.660218948,PLG,0.986475005,0.005913914,6,160783713,1.035472948,0.886426612,1.209580367
3727_35_PYY,ieu-b-18,multiple sclerosis || id:ieu-b-18,3727_35_PYY,Inverse variance weighted,2,0.291231349,0.213898193,0.173342506,PYY,0.783100262,0.106182631,17,43978940.79,1.33807411,0.879845365,2.034951135
3773_15_TEK,ieu-b-18,multiple sclerosis || id:ieu-b-18,3773_15_TEK,Inverse variance weighted,4,0.034695928,0.083793396,0.678826366,TEK,0.993478776,0.002841407,9,27110460.31,1.035304854,0.878500214,1.220097756
3799_11_CA3,ieu-b-18,multiple sclerosis || id:ieu-b-18,3799_11_CA3,Inverse variance weighted,4,-0.093456572,0.094062026,0.320435546,CA3,0.902817555,0.044400005,8,85314422.92,0.91077757,0.757434554,1.095164959
3803_10_CST5,ieu-b-18,multiple sclerosis || id:ieu-b-18,3803_10_CST5,Inverse variance weighted,8,0.00506208,0.029201282,0.86237532,CST5,0.998431193,0.000681859,20,23840608.49,1.005074914,0.949165184,1.064277956
3805_16_ESM1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3805_16_ESM1,Inverse variance weighted,4,-0.093269503,0.084856084,0.271702959,ESM1,0.886690676,0.052227858,5,54942221.03,0.910947964,0.771369766,1.075782626
3806_55_EPHA5,ieu-b-18,multiple sclerosis || id:ieu-b-18,3806_55_EPHA5,Inverse variance weighted,3,0.158538794,0.114827456,0.167380529,EPHA5,0.773278821,0.111663884,4,65651755.34,1.171797382,0.935641377,1.467559194
3810_50_FGR,ieu-b-18,multiple sclerosis || id:ieu-b-18,3810_50_FGR,Inverse variance weighted,3,-0.122737546,0.107844647,0.255080455,FGR,0.886168581,0.052483652,1,27710133.89,0.884495771,0.715972834,1.09268499
3820_68_MAPKAPK2,ieu-b-18,multiple sclerosis || id:ieu-b-18,3820_68_MAPKAPK2,Inverse variance weighted,2,0.005056673,0.091528236,0.955941579,MAPKAPK2,0.998431193,0.000681859,1,206677236.2,1.005069479,0.840012362,1.202559276
3855_56_PRDX1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3855_56_PRDX1,Inverse variance weighted,2,0.112596337,0.194543652,0.562743308,PRDX1,0.977196122,0.010018265,1,45562782.78,1.119180071,0.764365485,1.63869779
3858_5_ACP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,3858_5_ACP1,Inverse variance weighted,5,0.021976864,0.051200256,0.667753318,ACP1,0.991777786,0.003585623,2,292685.2268,1.022220134,0.924617041,1.130126265
3890_8_LDHB,ieu-b-18,multiple sclerosis || id:ieu-b-18,3890_8_LDHB,Inverse variance weighted,2,-0.024258536,0.248691395,0.922293811,LDHB,0.998431193,0.000681859,12,21532401.72,0.976033337,0.599479398,1.589113953
3894_15_NAGK,ieu-b-18,multiple sclerosis || id:ieu-b-18,3894_15_NAGK,Inverse variance weighted,4,0.14979439,0.079271602,0.058806799,NAGK,0.639107852,0.194425847,2,71118391.61,1.161595382,0.994437578,1.356851211
4125_52_AGER,ieu-b-18,multiple sclerosis || id:ieu-b-18,4125_52_AGER,Inverse variance weighted,2,1.138329102,1.312276907,0.385697792,AGER,0.94043714,0.026670228,6,32295845.08,3.121548218,0.238417096,40.86981783
4126_22_BPI,ieu-b-18,multiple sclerosis || id:ieu-b-18,4126_22_BPI,Inverse variance weighted,11,0.010842462,0.031425788,0.73008086,BPI,0.993478776,0.002841407,20,38385026.74,1.010901454,0.95051429,1.075125077
4127_75_C6,ieu-b-18,multiple sclerosis || id:ieu-b-18,4127_75_C6,Inverse variance weighted,3,-0.055844096,0.095483685,0.558645323,C6,0.977196122,0.010018265,5,41177708.4,0.945686561,0.784277695,1.140314301
4129_72_CFB,ieu-b-18,multiple sclerosis || id:ieu-b-18,4129_72_CFB,Inverse variance weighted,6,-0.376874172,0.607915876,0.535294253,CFB,0.977196122,0.010018265,6,31958500.89,0.686002387,0.208380553,2.25836465
4131_72_FN1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4131_72_FN1,Inverse variance weighted,2,0.009188092,0.110382876,0.933661996,FN1,0.998431193,0.000681859,2,215354502,1.009230432,0.812887671,1.252997309
4145_58_NTF3,ieu-b-18,multiple sclerosis || id:ieu-b-18,4145_58_NTF3,Inverse variance weighted,3,-0.142326962,0.174758089,0.415402814,NTF3,0.943873851,0.025086046,12,5408425.875,0.867337623,0.615787823,1.221645711
4151_6_PLG,ieu-b-18,multiple sclerosis || id:ieu-b-18,4151_6_PLG,Inverse variance weighted,6,-0.064783982,0.089595618,0.469636337,PLG,0.967772715,0.014226627,6,160798269,0.937269908,0.786320041,1.117197624
4152_58_KLKB1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4152_58_KLKB1,Inverse variance weighted,9,0.037849352,0.054745399,0.489332766,KLKB1,0.973425835,0.011697132,4,186256924,1.038574761,0.932905256,1.156213376
4153_11_SERPINA3,ieu-b-18,multiple sclerosis || id:ieu-b-18,4153_11_SERPINA3,Inverse variance weighted,8,-0.063202015,0.057245087,0.269567081,SERPINA3,0.886690676,0.052227858,14,94590585.25,0.938753812,0.839119303,1.050218624
4154_57_SELP,ieu-b-18,multiple sclerosis || id:ieu-b-18,4154_57_SELP,Inverse variance weighted,3,0.121488996,0.080281244,0.130205407,SELP,0.769556868,0.113759282,1,169594405.8,1.12917694,0.964773188,1.321596182
4155_3_TNC,ieu-b-18,multiple sclerosis || id:ieu-b-18,4155_3_TNC,Inverse variance weighted,13,0.00975897,0.054967334,0.859083258,TNC,0.998431193,0.000681859,9,115016884.5,1.009806744,0.906669752,1.124675945
4158_54_PLAU,ieu-b-18,multiple sclerosis || id:ieu-b-18,4158_54_PLAU,Inverse variance weighted,2,-0.078702361,0.082555523,0.34042471,PLAU,0.911860098,0.040071788,10,73873045.72,0.924314996,0.78622585,1.086657492
4159_130_CFH,ieu-b-18,multiple sclerosis || id:ieu-b-18,4159_130_CFH,Inverse variance weighted,3,0.001324841,0.07528837,0.985960436,CFH,0.998431193,0.000681859,1,196574539.3,1.001325719,0.863950016,1.160545376
4162_54_TF,ieu-b-18,multiple sclerosis || id:ieu-b-18,4162_54_TF,Inverse variance weighted,2,0.065006023,0.112250882,0.562512457,TF,0.977196122,0.010018265,3,133820607.7,1.067165452,0.856410292,1.329785634
4188_1_AKR7A2,ieu-b-18,multiple sclerosis || id:ieu-b-18,4188_1_AKR7A2,Inverse variance weighted,3,-0.04399717,0.111574936,0.693338573,AKR7A2,0.993478776,0.002841407,1,19259432.54,0.956956666,0.768984824,1.190876636
4192_10_AKR1A1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4192_10_AKR1A1,Inverse variance weighted,6,-0.022071593,0.084614872,0.794209974,AKR1A1,0.993478776,0.002841407,1,45559172.98,0.978170202,0.828683699,1.154622622
4232_19_IGF1R,ieu-b-18,multiple sclerosis || id:ieu-b-18,4232_19_IGF1R,Inverse variance weighted,3,-0.057815042,0.125821895,0.645875828,IGF1R,0.981493025,0.008112782,15,98890816.56,0.943824499,0.737546637,1.207794382
4234_8_IL1RL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4234_8_IL1RL1,Inverse variance weighted,8,0.080178322,0.033521552,0.016763968,IL1RL1,0.371943062,0.429523537,2,102412321.5,1.083480259,1.014581365,1.157057985
4276_10_PEBP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4276_10_PEBP1,Inverse variance weighted,12,-0.03304997,0.062575019,0.597384431,PEBP1,0.977196122,0.010018265,12,118092326,0.967490213,0.855818457,1.093733494
4278_14_P4HB,ieu-b-18,multiple sclerosis || id:ieu-b-18,4278_14_P4HB,Inverse variance weighted,2,-0.008510949,0.152496903,0.955492661,P4HB,0.998431193,0.000681859,17,82314072.63,0.991525166,0.735352811,1.336939412
4297_62_SPON1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4297_62_SPON1,Inverse variance weighted,7,0.023357579,0.059050902,0.692437094,SPON1,0.993478776,0.002841407,11,13928920.04,1.023632504,0.91175662,1.14923597
4324_33_CST2,ieu-b-18,multiple sclerosis || id:ieu-b-18,4324_33_CST2,Inverse variance weighted,9,-0.044274729,0.046621504,0.342283388,CST2,0.911860098,0.040071788,20,23789726.88,0.95669109,0.873145668,1.048230411
4328_2_BOC,ieu-b-18,multiple sclerosis || id:ieu-b-18,4328_2_BOC,Inverse variance weighted,5,0.070712082,0.06898895,0.305374074,BOC,0.902817555,0.044400005,3,113404605,1.073272167,0.937530245,1.228667716
4332_6_CLEC1B,ieu-b-18,multiple sclerosis || id:ieu-b-18,4332_6_CLEC1B,Inverse variance weighted,3,0.05652391,0.153235031,0.712224118,CLEC1B,0.993478776,0.002841407,12,9991430.881,1.058151915,0.783631221,1.428842351
4337_49_CRP,ieu-b-18,multiple sclerosis || id:ieu-b-18,4337_49_CRP,Inverse variance weighted,3,-0.178969572,0.096525913,0.063723555,CRP,0.652129767,0.185665976,1,159677143.2,0.836131341,0.692006202,1.010273632
4342_10_ICAM1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4342_10_ICAM1,Inverse variance weighted,9,-0.052268769,0.043892769,0.233720844,ICAM1,0.86119953,0.064896216,19,10221366.63,0.949073751,0.870838624,1.034337431
4374_45_GDF15,ieu-b-18,multiple sclerosis || id:ieu-b-18,4374_45_GDF15,Inverse variance weighted,12,-0.156847213,0.082548841,0.057426101,GDF15,0.636104507,0.196471527,19,18395482.25,0.854834657,0.727135133,1.00496078
4407_10_MST1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4407_10_MST1,Inverse variance weighted,5,-0.020738556,0.036330291,0.568112349,MST1,0.977196122,0.010018265,3,49622068.06,0.979475009,0.912154471,1.051764064
4430_44_COLEC11,ieu-b-18,multiple sclerosis || id:ieu-b-18,4430_44_COLEC11,Inverse variance weighted,13,-0.036202597,0.032255835,0.261710224,COLEC11,0.886168581,0.052483652,2,3619323.439,0.96444488,0.905358724,1.027387158
4435_66_ENPP7,ieu-b-18,multiple sclerosis || id:ieu-b-18,4435_66_ENPP7,Inverse variance weighted,20,-0.027600077,0.041463504,0.505636444,ENPP7,0.977196122,0.010018265,17,79679158.42,0.972777325,0.896848305,1.055134651
4437_56_ENTPD5,ieu-b-18,multiple sclerosis || id:ieu-b-18,4437_56_ENTPD5,Inverse variance weighted,2,-0.016811378,0.06521438,0.796571788,ENTPD5,0.993478776,0.002841407,14,73780440.24,0.983329145,0.865341059,1.117404747
4440_15_FCRL3,ieu-b-18,multiple sclerosis || id:ieu-b-18,4440_15_FCRL3,Inverse variance weighted,16,-0.207726017,0.048701171,2.00E-05,FCRL3,0.003832646,2.416501242,1,157724656.8,0.812429598,0.738465931,0.893801359
4455_89_MFGE8,ieu-b-18,multiple sclerosis || id:ieu-b-18,4455_89_MFGE8,Inverse variance weighted,7,0.09523251,0.060291841,0.114215537,MFGE8,0.758928934,0.119798889,15,88883227.77,1.099914567,0.977321611,1.237885299
4459_68_PCSK7,ieu-b-18,multiple sclerosis || id:ieu-b-18,4459_68_PCSK7,Inverse variance weighted,14,-0.014539202,0.046867482,0.756394116,PCSK7,0.993478776,0.002841407,11,117211575.6,0.985565982,0.89906543,1.080388892
4464_10_SIGLEC1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4464_10_SIGLEC1,Inverse variance weighted,2,0.033750568,0.265784037,0.898952324,SIGLEC1,0.998431193,0.000681859,20,3694390.855,1.03432658,0.614352664,1.741396329
4467_49_SPARCL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4467_49_SPARCL1,Inverse variance weighted,10,-0.028775257,0.034725497,0.407302917,SPARCL1,0.942194699,0.025859343,4,87520793.19,0.971634808,0.90770374,1.040068647
4469_78_CHST15,ieu-b-18,multiple sclerosis || id:ieu-b-18,4469_78_CHST15,Inverse variance weighted,2,-0.007640066,0.159865857,0.961883226,CHST15,0.998431193,0.000681859,10,124185622,0.992389045,0.725439831,1.357570918
4471_50_TGM3,ieu-b-18,multiple sclerosis || id:ieu-b-18,4471_50_TGM3,Inverse variance weighted,9,-0.022246812,0.046420906,0.631767028,TGM3,0.977196122,0.010018265,20,2391494.83,0.977998823,0.892943662,1.071155705
4479_14_SERPING1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4479_14_SERPING1,Inverse variance weighted,5,0.061890594,0.045288429,0.171754688,SERPING1,0.77898189,0.108472639,11,57600510.22,1.063845947,0.973483185,1.162596558
4496_60_MMP12,ieu-b-18,multiple sclerosis || id:ieu-b-18,4496_60_MMP12,Inverse variance weighted,11,-0.021474519,0.038944111,0.581346542,MMP12,0.977196122,0.010018265,11,102819263.1,0.978754417,0.906825738,1.056388419
4498_62_NCAM1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4498_62_NCAM1,Inverse variance weighted,8,-0.0389307,0.046406567,0.401522641,NCAM1,0.940720759,0.026539272,11,113200257.9,0.961817361,0.87819416,1.053403312
4500_50_CLEC11A,ieu-b-18,multiple sclerosis || id:ieu-b-18,4500_50_CLEC11A,Inverse variance weighted,6,0.006658684,0.105741478,0.949789318,CLEC11A,0.998431193,0.000681859,19,50615388.57,1.006680902,0.81824407,1.238513637
4534_10_PRSS22,ieu-b-18,multiple sclerosis || id:ieu-b-18,4534_10_PRSS22,Inverse variance weighted,6,-0.093262843,0.067265221,0.16559603,PRSS22,0.773278821,0.111663884,16,2876606.281,0.910954031,0.798434234,1.039330743
4535_50_BST1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4535_50_BST1,Inverse variance weighted,12,-0.020339723,0.026778178,0.447515611,BST1,0.964143158,0.015858476,4,15779431.07,0.979865733,0.929763569,1.032667753
4541_49_CDON,ieu-b-18,multiple sclerosis || id:ieu-b-18,4541_49_CDON,Inverse variance weighted,11,0.018241559,0.057824044,0.75240735,CDON,0.993478776,0.002841407,11,126155856.1,1.018408952,0.909287851,1.140625373
4546_27_ADGRE2,ieu-b-18,multiple sclerosis || id:ieu-b-18,4546_27_ADGRE2,Inverse variance weighted,13,0.013036967,0.046694667,0.780094366,ADGRE2,0.993478776,0.002841407,19,14573227.06,1.013122319,0.924516315,1.110220356
4548_4_FUT3,ieu-b-18,multiple sclerosis || id:ieu-b-18,4548_4_FUT3,Inverse variance weighted,7,-0.005806272,0.045333447,0.898086292,FUT3,0.998431193,0.000681859,19,5775393.872,0.994210552,0.909682331,1.086593185
4549_78_FUT5,ieu-b-18,multiple sclerosis || id:ieu-b-18,4549_78_FUT5,Inverse variance weighted,13,0.06383421,0.030469403,0.036168626,FUT5,0.54947895,0.260048941,19,5805787.087,1.065915666,1.004122655,1.131511376
4559_64_KYNU,ieu-b-18,multiple sclerosis || id:ieu-b-18,4559_64_KYNU,Inverse variance weighted,7,0.116119479,0.048589693,0.01685771,KYNU,0.371943062,0.429523537,2,143000929,1.123130055,1.021103271,1.235351171
4564_2_PLXNC1,ieu-b-18,multiple sclerosis || id:ieu-b-18,4564_2_PLXNC1,Inverse variance weighted,25,0.016035755,0.045436261,0.72414198,PLXNC1,0.993478776,0.002841407,12,94242563.9,1.016165018,0.929582873,1.110811498
4568_17_SLITRK5,ieu-b-18,multiple sclerosis || id:ieu-b-18,4568_17_SLITRK5,Inverse variance weighted,3,0.055005501,0.151930713,0.717319651,SLITRK5,0.993478776,0.002841407,13,87609721.2,1.056546427,0.784445096,1.423031845
4706_17_EPB41,ieu-b-18,multiple sclerosis || id:ieu-b-18,4706_17_EPB41,Inverse variance weighted,2,0.039832,0.340332839,0.90682965,EPB41,0.998431193,0.000681859,1,28997853,1.040635933,0.534074271,2.027663947
4721_54_TFF3,ieu-b-18,multiple sclerosis || id:ieu-b-18,4721_54_TFF3,Inverse variance weighted,3,0.242512968,0.17636117,0.169102687,TFF3,0.773278821,0.111663884,21,42413821.65,1.274447776,0.901987223,1.800709692
4763_31_AFM,ieu-b-18,multiple sclerosis || id:ieu-b-18,4763_31_AFM,Inverse variance weighted,2,0.04037088,0.135898947,0.76641655,AFM,0.993478776,0.002841407,4,73565727.94,1.041196862,0.797725236,1.358977823
